id,ChatGPT-4o_vs_Claude_Chi,ChatGPT-4o_vs_Claude_Z,ChatGPT-4o_vs_Claude_Fisher,ChatGPT-4o_vs_DeepSeek_Chi,ChatGPT-4o_vs_DeepSeek_Z,ChatGPT-4o_vs_DeepSeek_Fisher,ChatGPT-4o_vs_Gemini_Chi,ChatGPT-4o_vs_Gemini_Z,ChatGPT-4o_vs_Gemini_Fisher,ChatGPT-4o_vs_Grok_Chi,ChatGPT-4o_vs_Grok_Z,ChatGPT-4o_vs_Grok_Fisher,ChatGPT-4o_vs_Llama_Chi,ChatGPT-4o_vs_Llama_Z,ChatGPT-4o_vs_Llama_Fisher,ChatGPT-4o_vs_Qwen_Chi,ChatGPT-4o_vs_Qwen_Z,ChatGPT-4o_vs_Qwen_Fisher,Claude_vs_DeepSeek_Chi,Claude_vs_DeepSeek_Z,Claude_vs_DeepSeek_Fisher,Claude_vs_Gemini_Chi,Claude_vs_Gemini_Z,Claude_vs_Gemini_Fisher,Claude_vs_Grok_Chi,Claude_vs_Grok_Z,Claude_vs_Grok_Fisher,Claude_vs_Llama_Chi,Claude_vs_Llama_Z,Claude_vs_Llama_Fisher,Claude_vs_Qwen_Chi,Claude_vs_Qwen_Z,Claude_vs_Qwen_Fisher,DeepSeek_vs_Gemini_Chi,DeepSeek_vs_Gemini_Z,DeepSeek_vs_Gemini_Fisher,DeepSeek_vs_Grok_Chi,DeepSeek_vs_Grok_Z,DeepSeek_vs_Grok_Fisher,DeepSeek_vs_Llama_Chi,DeepSeek_vs_Llama_Z,DeepSeek_vs_Llama_Fisher,DeepSeek_vs_Qwen_Chi,DeepSeek_vs_Qwen_Z,DeepSeek_vs_Qwen_Fisher,Gemini_vs_Grok_Chi,Gemini_vs_Grok_Z,Gemini_vs_Grok_Fisher,Gemini_vs_Llama_Chi,Gemini_vs_Llama_Z,Gemini_vs_Llama_Fisher,Gemini_vs_Qwen_Chi,Gemini_vs_Qwen_Z,Gemini_vs_Qwen_Fisher,Grok_vs_Llama_Chi,Grok_vs_Llama_Z,Grok_vs_Llama_Fisher,Grok_vs_Qwen_Chi,Grok_vs_Qwen_Z,Grok_vs_Qwen_Fisher,Llama_vs_Qwen_Chi,Llama_vs_Qwen_Z,Llama_vs_Qwen_Fisher
J_10,0.0001 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0258 (**),0.0142 (**),0.0236 (**),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8506,0.7065,0.8510,0.0000 (***),0.0000 (***),0.0000 (***),0.0722 (*),0.0246 (**),0.0613 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0613 (*),0.0353 (**),0.0586 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_01_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0556 (*),0.0450 (**),0.0555 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_02_Econ,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8548,0.7836,0.8548,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_03_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0023 (***),0.0008 (***),0.0009 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8195,0.6481,0.8202,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_04_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8388,0.7603,0.8389,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.3168,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),1.0000,1.0000,1.0000,1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0147 (**),0.0061 (***),0.0109 (**),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0040 (***),0.0014 (***),0.0018 (***)
PQ_05_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.1785,0.0926 (*),0.1757,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1785,0.0926 (*),0.1757,0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_06_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.2468,0.0823 (*),0.2485,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0012 (***),0.0008 (***),0.0011 (***),0.2452,0.1910,0.2450,0.0484 (**),0.0336 (**),0.0475 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0001 (***),0.0030 (***),0.0014 (***),0.0021 (***),0.2468,0.0823 (*),0.2485,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.5047,0.4044,0.5052,0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***)
PQ_07_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0021 (***),0.0015 (***),0.0021 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0001 (***)
PQ_08_Econ,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000
PQ_09_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0013 (***),0.0005 (***),0.0004 (***),0.0013 (***),0.0005 (***),0.0004 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.8374,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0007 (***),0.0003 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0007 (***),0.0003 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_10_Econ,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***)
PQ_11_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0071 (***),0.0025 (***),0.0036 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0800 (*),0.0518 (*),0.0784 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_12_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8561,0.7856,0.8561,1.0000,0.9277,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.9278,0.8562,0.9278,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_13_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000
PQ_14_Econ,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
PQ_15_Econ,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.3168,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0001 (***),0.0001 (***),0.4070,0.3569,0.4070,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_16_Dipl,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0001 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0001 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0001 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0001 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0001 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000
PQ_17_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0006 (***),0.0002 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0017 (***),0.0010 (***),0.0015 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0006 (***),0.0002 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1141,0.0943 (*),0.1140,0.0000 (***),0.0000 (***),0.0000 (***)
PQ_18_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0201 (**),0.0157 (**),0.0200 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0017 (***),0.0010 (***),0.0015 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0001 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_19_Dipl,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
PQ_20_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0515 (*),0.0413 (**),0.0513 (*),0.0000 (***),0.0000 (***),0.0000 (***),0.1321,0.0446 (**),0.1235,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.1321,0.0446 (**),0.1235,0.1321,0.0446 (**),0.1235,0.0000 (***),0.0000 (***),0.0000 (***),0.1321,0.0446 (**),0.1235,1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***)
PQ_21_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0004 (***),0.0001 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.8196,0.7324,0.8198,0.0000 (***),0.0000 (***),0.0000 (***)
PQ_22_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),0.0112 (**),0.0086 (***),0.0111 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,0.9287,1.0000,0.0010 (***),0.0008 (***),0.0010 (***),0.0000 (***),0.0000 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0087 (***),0.0066 (***),0.0086 (***),0.5111,0.4526,0.5111,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0008 (***),0.0005 (***),0.0007 (***)
PQ_23_Dipl,0.0023 (***),0.0008 (***),0.0009 (***),0.0023 (***),0.0008 (***),0.0009 (***),0.0023 (***),0.0008 (***),0.0009 (***),0.0023 (***),0.0008 (***),0.0009 (***),0.4714,0.3369,0.4725,0.0023 (***),0.0008 (***),0.0009 (***),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**),1.0000,1.0000,1.0000,0.0224 (**),0.0077 (***),0.0150 (**)
PQ_24_Dipl,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0400 (**),0.0137 (**),0.0303 (**),0.0400 (**),0.0137 (**),0.0303 (**),1.0000,1.0000,1.0000
PQ_25_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0400 (**),0.0137 (**),0.0303 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1105,0.0873 (*),0.1102,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.6605,0.5830,0.6607,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2948,0.2444,0.2948,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_26_Dipl,0.0000 (***),0.0000 (***),0.0000 (***),0.0126 (**),0.0044 (***),0.0074 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0000 (***),1.0000,1.0000,1.0000,0.0000 (***),0.0000 (***),0.0000 (***),0.0006 (***),0.0003 (***),0.0005 (***),0.0076 (***),0.0052 (***),0.0073 (***),0.0402 (**),0.0271 (**),0.0391 (**),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.2002,0.1351,0.1993,0.0126 (**),0.0044 (***),0.0074 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***)
PQ_27_Dipl,1.0000,1.0000,1.0000,0.0126 (**),0.0044 (***),0.0074 (***),0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0126 (**),0.0044 (***),0.0074 (***),0.4786,0.1565,0.4990,0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.1102,0.0553 (*),0.1059,0.0000 (***),0.0000 (***),0.0000 (***),0.0061 (***),0.0035 (***),0.0054 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0000 (***),0.0002 (***),0.0001 (***),0.0002 (***),0.0000 (***),0.0000 (***),0.0000 (***)
